bjdtdb,flux,goodpoints,x,y
2458834.2689528,88.74234753524208,1.0,15.402393242946161,14.780064648934449
2458834.268975949,95.37299497077319,1.0,15.255386904943741,14.943007958454182
2458834.2689991007,100.51785711420392,1.0,15.002365316236947,15.137172728689851
2458834.2690222445,76.96399338680436,1.0,14.768506160857207,14.999058977750302
2458834.2690453976,106.24855242866666,1.0,15.262420906238845,15.236771610525764
2458834.269068544,95.38822153186052,1.0,15.022791318815809,15.28630086411519
2458834.269091692,107.96528039949159,1.0,15.132103029091464,15.003132071731109
2458834.269114843,71.45113135171471,1.0,14.865355094784803,15.024649052910188
2458834.269137989,117.34220435707735,1.0,15.015544947990136,14.847526020891745
2458834.269161137,77.85883474088149,1.0,15.377244696716058,14.65942638010706
2458834.269184291,101.41589036931293,1.0,15.133347293142524,15.053496997610516
2458834.2692074366,75.02074303471143,1.0,14.743978150984372,15.095540230079472
2458834.269230581,105.97276353200279,1.0,14.959998267650928,15.040054133854703
2458834.269253733,100.09698636358476,1.0,15.401366727061717,15.029747338704158
2458834.2692768816,119.15545488074623,1.0,14.867328461452288,15.106387671053621
2458834.2693000287,129.88618755153126,1.0,15.137910020112614,15.427241326523596
2458834.2693231776,76.22008234300598,1.0,15.376995885758998,14.59927654939673
2458834.269346328,78.39728379000806,1.0,15.4334973421455,14.789934397415745
2458834.269369473,111.82133917069558,1.0,14.893368293531204,14.991829921913506
2458834.269392622,83.64816796936009,1.0,15.456378381241183,14.822218105349155
2458834.269415777,86.40629266929469,1.0,14.835169835212184,14.997947574379594
2458834.269438918,102.83890933471892,1.0,15.226444340529579,15.225519097874479
2458834.2694620714,81.43559641008262,1.0,14.625528994238024,14.603703787770463
2458834.2694852157,89.40052048203037,1.0,15.393560919454536,15.385031135824065
2458834.2695083637,63.58174847423252,1.0,15.315069570015584,14.654535705287142
2458834.2695315136,84.50717989079871,1.0,15.012566047215394,15.43344918043557
2458834.2695546616,93.25281867072222,1.0,15.243067003301256,15.046076211951373
2458834.2695778143,89.82371898627468,1.0,15.16468398902327,14.597878870759999
2458834.2696009628,81.5647389483965,1.0,15.367394874642667,14.863131665654027
2458834.269624111,67.74592892428997,1.0,15.387422114679033,14.81245091776971
2458834.2696472565,95.82140551832912,1.0,15.109159929948436,15.092622772269564
2458834.2696704036,98.18174518776263,1.0,14.889563845042737,14.566791285102951
2458834.2696935525,78.4040685795715,1.0,15.379217866240722,14.880834940998042
2458834.269716701,93.31730063211795,1.0,14.89387106302923,15.296216555200456
2458834.26973985,80.9970457244144,1.0,14.819264018549365,15.206165115334255
2458834.269762996,96.1760929790176,1.0,15.140585442756635,15.295246451499963
2458834.269786147,107.59506912870326,1.0,15.176872001223074,15.417673668618026
2458834.269809291,97.83599025973655,1.0,15.33939076797072,15.433285819856408
2458834.2698324453,94.36159922019505,1.0,14.634347405834458,15.424578340597552
2458834.269855593,101.74655977818082,1.0,14.932900716067003,14.912148737432595
2458834.2698787428,77.73708064776409,1.0,15.219884730375462,15.44520553404491
2458834.2699018866,107.58238875927472,1.0,14.934635066356986,15.01000468926712
2458834.2699250393,93.90247698366876,1.0,14.565259267007448,14.93679473802451
2458834.269948184,79.56061758573479,1.0,15.348622663037322,15.011330594839954
2458834.2699713316,73.72871748019813,1.0,14.970271771485066,14.628710517205384
2458834.2699944824,99.60372514487382,1.0,14.99988840293306,14.572139000649997
2458834.270017633,88.23742146995144,1.0,15.023685828869311,14.778129697872071
2458834.2700407803,87.39026919406194,1.0,15.06854018633566,14.611180075278028
2458834.2700639293,70.44519048761721,1.0,15.397561671314634,14.699578576038387
2458834.2700870805,89.69103217049114,1.0,14.646872131830772,15.31033130777983
2458834.2701102267,91.35624509999212,1.0,15.007426371383069,15.157094012869017
2458834.2701333687,88.63895662861016,1.0,14.913266041091262,14.588812882973794
2458834.2701565274,97.94786881169915,1.0,15.018084527876162,15.307587183997768
2458834.270179669,121.40040335552487,1.0,14.866148137362249,15.01493308121725
2458834.270202821,64.46099557071912,1.0,14.999908021070599,14.618837145457675
2458834.270225966,105.43170684488761,1.0,15.050021662960173,15.00196911193028
2458834.2702491153,60.88752267737057,1.0,14.991900772857896,15.089697198993079
2458834.2702722643,35.25931999796886,1.0,14.823902502108869,14.999830039891208
2458834.270295418,93.54054554626855,1.0,15.073793745294978,14.856188886572873
2458834.2703335616,90.14133826479767,1.0,14.593841874616015,15.000361818732156
2458834.2703567115,95.57768833644492,1.0,15.335556009164652,14.65479725860731
2458834.270379862,109.78145364841515,1.0,14.915432637003658,14.957397945535202
2458834.2704030056,70.03191861266575,1.0,14.603868967487628,15.378455872440902
2458834.270426159,87.8983955659906,1.0,15.02303916155791,15.220651493543574
2458834.270449304,83.37244214784032,1.0,15.078233874476943,15.206075818830321
2458834.270472455,83.05374072749943,1.0,14.806618705023123,15.046601064088112
2458834.270495602,98.31063116224632,1.0,15.127054032823736,15.458238462345108
2458834.2705187513,73.24177548158902,1.0,14.6604348979022,15.259055763260662
2458834.270541896,93.05440176083896,1.0,15.435124749033022,15.19630058432768
2458834.270565046,92.40249078114257,1.0,14.959047758868422,15.08721932384135
2458834.27058819,95.83548060163741,1.0,14.791431455240907,14.777665117653513
2458834.270611346,73.59528066240453,1.0,15.216059741901141,15.41001302806201
2458834.270634493,114.44787626464222,1.0,14.74121391017075,14.938355992749702
2458834.27065764,78.947060885671,1.0,15.005617750327069,15.288137090752429
2458834.270680791,82.85928329786115,1.0,14.926847624453867,15.358297433343807
2458834.270703939,109.04243317856813,1.0,15.20946585938098,15.324675510960226
2458834.2707270836,83.33832454147593,1.0,15.199571506026182,14.653904540040436
2458834.2707502316,80.57213150633281,1.0,15.211883940558394,15.009714695070901
2458834.270773384,110.04670273111766,1.0,14.735681721902367,15.02854045888142
2458834.270796527,66.51638704180048,1.0,15.39738943769109,15.28748976951746
2458834.270819682,81.27471650882144,1.0,14.652570421982464,14.583072649822533
2458834.2708428283,76.66052806159783,1.0,15.388947895782199,15.011983004756331
2458834.2708659796,112.59893093378112,1.0,14.996600785136717,14.95974669140901
2458834.2708891258,64.3269716970459,1.0,15.31640961437635,15.365459411932829
2458834.2709122743,80.60517378972646,1.0,15.142349007036586,14.895420380143761
2458834.2709354223,105.266234427384,1.0,15.37638849415562,14.93114668147939
2458834.270958574,99.59889926049351,1.0,14.6289775385879,15.033794563275787
2458834.2709817174,94.62694835088529,1.0,14.868605697252576,14.864533046919014
2458834.2710048677,62.55087734037225,1.0,15.386620584118376,15.00000116087103
2458834.2710280167,87.66334590122956,1.0,15.083959373037612,15.41874651199452
2458834.271051158,88.10226078098476,1.0,15.396562990315225,14.97843650435724
2458834.2710743127,76.41435214260531,1.0,15.262642081824534,15.407698908482942
2458834.271097466,68.21953589086279,1.0,15.000242554051411,14.621755694840804
2458834.2711206027,79.55901332087555,1.0,14.697435141516092,14.994102647794364
2458834.2711437596,107.16640634343881,1.0,15.012122364166842,14.67182060569964
2458834.271166905,94.08926187375909,1.0,15.028428539979743,15.433705564977256
2458834.27119005,89.23398604918113,1.0,14.967936238584919,14.713479410713052
2458834.271213203,113.42789011293299,1.0,14.561344561131211,14.782563692820453
2458834.2712363536,97.31361116776152,1.0,15.405504101883551,15.53961920185192
2458834.2712595062,97.30473771959839,1.0,14.731373458575803,14.913603100549487
2458834.271282646,99.54606272505876,1.0,15.140668728942085,15.14125261705891
2458834.2713058,116.71872005271508,1.0,15.096503094829483,14.869792432325621
2458834.2713289447,113.37924635182848,1.0,14.629457773690412,14.941630476445809
2458834.271352094,97.52736006691711,1.0,14.972739091600545,15.403915981192277
2458834.2713752426,87.37505538618372,1.0,15.328416879129364,14.946519225882763
2458834.2713983906,103.42162936529068,1.0,15.087041133402295,15.430176593049993
2458834.2714215433,87.61909243511698,1.0,14.917683251150073,14.858731654015024
2458834.2714446913,77.7817499635375,1.0,15.065535134014997,15.402389800032758
2458834.2714678394,87.95766254993212,1.0,14.56403400297048,14.967964410356135
2458834.271490985,139.3538828215733,1.0,14.972570063066414,15.12262627648802
2458834.271514135,81.04344101456304,1.0,14.621928436876495,14.99994522837833
2458834.271537285,85.95645367341918,1.0,14.956075557816021,14.921727207715879
2458834.271560433,92.68240417361329,1.0,14.82092354828686,15.150017260879693
2458834.271583579,81.6728757095681,1.0,15.233003059849722,14.593398938792898
2458834.271606733,86.314061894137,1.0,14.986366815515062,14.783978448646312
2458834.2716298774,73.75508062826319,1.0,15.289404757045208,14.6323428703504
2458834.271653024,71.20425943694221,1.0,15.279634292746955,14.61837838202592
2458834.271676171,104.7440605887464,1.0,15.203318723842553,14.65073165787122
2458834.2716993215,104.83048604595531,1.0,15.361333326543196,15.329305286326129
2458834.27172247,98.58620047751776,1.0,14.98903627349787,14.602512328989128
2458834.2717456203,75.62574874182202,1.0,14.605004371177028,14.676224556887494
2458834.271768771,94.82121647142355,1.0,14.946740543726985,14.55277033039944
2458834.271791915,95.61755213081511,1.0,14.646365342060669,15.37888749952625
2458834.271831571,94.11155713155642,1.0,14.80277109685965,14.996031962909697
2458834.2718547215,78.06634434097764,1.0,14.863158466945407,14.624903441721589
2458834.2718778644,79.59991817227859,1.0,15.104614477575389,15.434325545811003
2458834.271901018,124.31756490790009,1.0,14.839129213009102,14.935519743168445
2458834.2719241623,94.36999611344561,1.0,15.101128624094034,14.587528162378032
2458834.2719473103,76.9148972923592,1.0,15.133213450670713,14.623851445946574
2458834.2719704616,97.37315583823069,1.0,15.139461688073627,15.42860742436239
2458834.2719936124,100.9609839682016,1.0,14.97630610415835,14.99596261796744
2458834.272016756,90.8698785069939,1.0,14.687702768899147,14.960283328342971
2458834.272039906,96.29609979494793,1.0,14.738358419683426,14.76540003237541
2458834.272063057,107.8256623878615,1.0,15.05574700023842,15.198223016157094
2458834.272086201,72.22510072168103,1.0,14.987481613262513,14.935716732144666
2458834.2721093544,105.77596006160279,1.0,15.026328338933045,14.85557727872407
2458834.272132502,129.74884341452065,1.0,15.140204457188737,14.63854397550448
2458834.272155656,89.79280296815043,1.0,14.961682351224976,15.28813448466051
2458834.272178798,93.91385173470229,1.0,14.87748132797148,14.81800143969911
2458834.2722019483,93.23479900131288,1.0,15.398028805771368,15.133761728618037
2458834.272225096,81.57397296707236,1.0,15.06076292826323,14.588657531311554
2458834.272248246,97.53532630252792,1.0,15.141971019836006,14.921576157349342
2458834.272271391,70.87680295239237,1.0,14.661216131184041,15.36865358018769
2458834.272294538,102.96985678877445,1.0,15.055231683336242,15.18300299229227
2458834.272317691,105.24801060474627,1.0,15.143067487230187,15.206038668520684
2458834.2723408365,88.11650211404984,1.0,14.813835670438191,14.549731332585967
2458834.2723639915,96.2521631302867,1.0,14.734406969134582,14.744591426491851
2458834.272387132,85.05824550362699,1.0,15.065125463927433,15.403229876250446
2458834.2724102833,60.83246440305564,1.0,15.000088407956106,15.380122765854942
2458834.272433431,72.17731784230828,1.0,14.81356767945432,15.063283056632137
2458834.272456576,80.74597946014761,1.0,15.291082650581007,14.768008709509669
2458834.2724797274,92.0289509762718,1.0,14.841800755529253,15.160527658367624
2458834.2725028764,92.30618376003952,1.0,14.716930125159582,14.950384973662267
2458834.272526023,109.36615384029074,1.0,14.959225703831482,14.935630393854183
2458834.2725491733,105.82345606655299,1.0,15.169848998415286,15.064318099419257
2458834.2725723265,91.22896369220554,1.0,14.809804906548372,15.009915177442885
2458834.27259547,98.13727823602102,1.0,15.286666481859555,14.590496245370009
2458834.272618619,87.99776840197313,1.0,14.84022865698553,15.43583512217431
2458834.2726417724,76.75009271783394,1.0,14.915785090273761,15.349164826947494
2458834.272664918,103.18344139953199,1.0,14.633428322913893,14.979228105174386
2458834.2726880647,84.13312834704998,1.0,15.013250573846442,14.68745404074016
2458834.272711214,109.65209954216363,1.0,15.06997562086017,15.05151384832211
2458834.2727343603,93.8966704194634,1.0,14.638897044943395,15.003825747371124
2458834.272757516,114.70012243714505,1.0,15.028278401644577,14.932299901638164
2458834.2727806587,78.69912231827584,1.0,15.31012449903961,15.470169246982227
2458834.272803802,112.95712207533924,1.0,15.41116468928584,14.600689452236729
2458834.2728269584,88.50989611962173,1.0,14.98029698549474,14.932027386826245
2458834.2728501074,91.87365997910254,1.0,14.665788759176593,15.38903878992793
2458834.2728732517,112.48601778527156,1.0,15.147362725433869,15.157609357094156
2458834.2728963965,90.75629375465633,1.0,15.026336120813248,14.740147300224425
2458834.272919553,87.485915879962,1.0,15.08327124492018,14.727698264593183
2458834.272942697,69.99811642811017,1.0,15.367638308698645,14.570544615343461
2458834.2729658447,83.01672097332403,1.0,15.404499360962337,15.218379464518222
2458834.2729889904,106.22306203142132,1.0,14.819493470761294,15.001238891125624
2458834.273012143,87.3101032613272,1.0,15.196893438350202,14.91448859992149
2458834.2730352953,80.30099457315585,1.0,14.86840522655157,14.90624679080554
2458834.273058435,86.33182880611734,1.0,14.68434898189967,14.636917731429872
2458834.273081587,81.60934353254336,1.0,14.592838986309008,14.699004551612646
2458834.273104738,106.01003958205222,1.0,15.373456561569945,15.058554898187491
2458834.2731278837,99.60947713122162,1.0,15.203796421401169,15.440095401934848
2458834.273151031,44.61728672670372,1.0,14.99649059458378,14.903850862412213
2458834.2731741793,93.60493962596509,1.0,14.99783633040321,15.030748665042765
2458834.2731973357,85.61578223639037,1.0,14.810897603120917,14.563576611720048
2458834.273220471,89.61806903836637,1.0,14.584910474491323,15.152187260901464
2458834.2732436275,113.01058435862427,1.0,15.017014930735932,14.856162231048724
